user_id	recommended_items
2506752	1652258,1984327,1165605,313851,749431,1636910,1053542,1162250,779190,2778525,468120,536047,2462518,784737,2593483,2734883,2791339,657183,1953846,2187714,2650926,1212118,343377,1583705,1241464,1386412,1119495,2039314,1580946,1646349
1711104	1092821,1244196,2489959,2593483,1443706,343377,2002097,1386412,2037855,1984327,1162250,470426,437245,1069281,784737,830073,2791339,657183,1269685,1583705,2423978,1953846,2156629,1053542,468120,486936,734196,2106311,668146,2446769
2674692	1443706,343377,1053542,1776330,374376,2593483,2106311,2187714,687732,1576126,2031981,486936,2489959,1818555,2037855,779190,1181698,470426,1269685,72465,734196,668146,2603642,2313894,1249278,468120,1119495,2446769,2103306,2462518
2105352	2339838,2593483,1984327,657183,1092821,1244196,1386412,2778525,784737,2002097,536047,2813294,1053542,1583705,1953846,2413494,1269685,2156629,1244787,2524643,2245261,976376,1716463,2270467,2827170,1829050,1825038,925129,1788393,364428
246444	784737,1386412,657183,2734883,205039,2187714,468120,2289895,1984327,2650926,1576126,1162250,313851,1053542,1652258,2277810,2106311,536047,1119495,1636910,1953846,830073,2778525,1920047,1775761,779190,1765833,1069281,2002097,1189146
1536516	2309062,415358,43306,784737,830073,1729904,1330328,1244196,2705759,1867675,1984327,1056667,657183,265522,1162250,2778525,584772,2128544,1386412,493460,823512,536047,2625619,931519,821462,2187714,2712481,278589,2770160,2489959
1530924	657183,2409634,1851386,1143182,1559941,1068933,1386412,1096406,1534621,1244196,2506235,1443706,2287678,2154094,1053542,83285,2031981,1732848,967007,536047,1162250,1497341,2588490,784737,1984327,1583705,830073,2791339,226679,1953846
1343832	1244196,2778525,1576126,1287323,1742604,1090310,1903410,811517,266412,1317915,2420135,1174707,536047,1874222,2277810,1053542,1984077,935545,2426765,2391408,337976,18872,2709576,137527,1096406,2650926,933025,1976517,2157469,685185
2492436	1492887,1183228,149052,2778525,333993,2011159,2827170,2272378,213925,829088,226060,2205815,1299074,2476293,2580537,2183922,1857507,1776330,734196,2791339,1679143,1851386,1162250,784737,2466095,2031981,343377,1583705,266412,657183
61512	1162250,657183,784737,468120,1583705,1295570,830073,1048520,723096,2271544,1274752,2710611,1717731,2273931,2146033,2778525,714060,1386412,1053542,941878,1266442,667505,620917,1604145,1244196,679020,117372,2302683,270411,1056667
2677020	2778525,1053542,1244196,1922189,1317915,1477734,1817910,522402,960646,512681,2197213,1505560,2050227,2680587,200431,57125,39704,766060,2475636,2334188,11931,1230223,276031,640407,436574,1446206,1801186,2392150,945921,399596
2328600	2219078,1386412,2205815,2113458,1244196,1053542,2155146,1062021,374376,657183,415358,1576126,1069281,2462072,536047,1867675,1953846,616365,2770160,2128544,931519,2625619,2791339,493460,265522,254339,1729147,1025299,313851,399435
247644	1162250,934577,1386412,1967318,1677336,2420135,69958,278589,883270,1583705,2675043,47583,167754,1304669,1604145,452488,2555263,1056667,1278439,2302683,2313894,2109677,2107649,1316837,270411,2307899,2205815,2148842,2180322,1953846
1605660	1249278,1953846,2778525,2459081,1274752,784737,468120,1679143,668146,830073,2420135,1162250,1583705,667505,2593483,2791339,1053542,536047,1984327,1317754,470079,899111,1591624,1996055,730450,2198329,1269685,2002097,734196,1092821
1043400	2770160,2625619,1053542,1953846,1162250,435233,1330328,1636910,830073,931519,1576126,1386412,1056667,2321541,2002097,1472716,460717,1062021,1316837,784737,723096,2705759,270411,2302683,584772,657183,415358,2313894,1069281,468120
2129952	2590469,291669,882543,2396714,1053542,589441,2086041,1576126,1724584,2825431,427450,1608366,1494361,672580,955572,522659,2463309,1971458,908778,2348573,2002097,228623,784737,2609612,2127850,1914874,855714,244777,2255841,2534752
2936496	2004689,172858,1001431,2205815,357363,697882,2468829,950113,616365,1056667,1194598,6834,2163770,827566,1196981,1626201,2778525,174495,973863,1867675,767563,1728166,2244710,887776,313862,1755502,1011174,2146366,2445350,1051740
813984	1438082,2002097,1092821,1854924,830073,1150956,657183,2106311,2313894,1953846,1162250,2593483,784737,1069281,1386412,2791339,536047,1897910,2156629,543296,278589,468120,808975,2439247,1056667,2205815,1477734,1576126,1297289,460717
2577864	1984084,459955,695332,1195193,926256,1796632,720503,1647211,1113274,1660962,2368174,1526450,2065502,874501,175113,1312832,1703,2616946,34373,885301,186897,1437184,850988,2816640,1961992,2237576,2514483,1605719,1288775,178695
2413308	1576126,1053542,1604145,1244196,2625619,1162250,2778525,2770160,2302683,1056667,380595,270411,1069281,1193409,468120,931519,536047,1867675,926828,499178,1593289,1330328,105999,2502351,2205815,744945,516492,784737,2296112,657183
1031460	1162250,1140610,1443706,128905,830073,2778525,734196,712300,1304232,1089692,668899,2031981,1316860,657183,536047,2791339,1851386,1053542,784737,1583705,2446769,72465,343377,2660436,1386412,1244196,2466095,2106311,1679143,1984327
1716264	1053542,2778525,1147470,1576126,190325,1101037,830073,1859093,1472716,767607,657183,1606242,2287678,2187714,784737,1092821,1244196,1386412,2183288,1707604,1274752,687292,195148,1107379,781759,1737859,2374214,2775914,1953846,2577004
777564	1244196,2778525,1443706,1053542,830073,468120,2791339,1984327,779190,657183,2593483,668146,2187714,1576126,784737,536047,942253,266917,1636910,1241464,2734883,2603642,2422536,1851386,1162250,343377,687732,1679143,2313894,1583705
1970220	1053542,2413494,1552830,744945,723096,434952,1386412,2420135,2555263,2205815,2705759,1162250,2653502,1636910,460717,1593289,1069281,1974321,40559,2302683,1056667,877771,1011174,2313894,830073,2459081,1604145,784737,2744495,2734883
983088	1053542,1162250,1477734,784737,1386412,882152,536047,1576126,2003041,640407,2791339,589524,2729978,1624781,399596,657183,1854295,1382937,460717,1069281,278589,1316860,410070,2050227,512681,2475636,985008,1574295,2356407,461272
1174536	1953846,1583705,2446769,2420135,2593483,1386412,468120,657183,536047,1443706,668146,830073,1269685,1069281,2187714,2313894,784737,2031981,2791339,1776330,1851386,266412,2489959,687732,72465,1794685,1576126,768246,2459081,194932
744828	1953846,270411,667505,1576126,2778525,535394,2459081,817597,1048520,468120,894515,2086041,191684,1274752,2338262,2704394,716785,2475876,2153420,1719796,1778279,2668147,1644970,705705,2512177,519512,2192000,714060,1566231,948089
65592	665194,460717,1244196,943964,1559941,2778525,2631964,1258963,1368635,1886939,1053542,1576126,1391673,1717400,2588490,2506235,794156,2371498,278589,2183288,1386412,657183,1143182,1522825,2005476,685023,1695195,810956,2483915,2371038
1645236	784737,2216717,964435,1608366,2348573,2590469,291669,660656,434421,1907046,1576126,244777,1244196,672580,830345,228623,1971458,882543,2353541,166946,2255841,1238924,2770160,415358,2235265,1536621,81564,2686239,2463309,681285
147516	882543,291669,1053542,1576126,1604145,2778525,1376058,784737,2086041,1244196,2698338,672580,2786306,2235265,1770246,2310545,1330328,1978356,2462107,912730,1239082,2225909,1316837,1636420,723096,2479743,1717731,391659,1846186,1953846
