user_id	recommended_items
2506752	1636910,1165605,313851,2778525,1386412,2593483,749431,536047,784737,468120,1953846,1241464,1119495,1053542,2734883,2791339,1652258,2039314,657183,1580946,1646349,2650926,343377,2187714,1984327,1069281,1916779,1927732,779190,1162250
1711104	784737,1386412,830073,657183,1244196,2791339,1162250,343377,1984327,1069281,2002097,1443706,468120,1053542,1953846,1092821,2489959,2106311,2593483,437245,1096406,2117630,470426,734196,2156629,1583705,1269685,486936,2037855,668146
2674692	1053542,1443706,2593483,343377,2106311,468120,2187714,687732,1776330,374376,2313894,470426,2446769,734196,2031981,1576126,668146,2489959,72465,1269685,779190,2037855,1679143,266412,1165605,1729618,1119495,1249278,1927732,1818555
2105352	2339838,1244196,1386412,657183,1092821,2270467,2813294,2778525,1382071,364428,142295,1053542,194241,1829050,2784981,2620827,1984327,976376,925129,2593483,1788393,536047,2465606,2002097,1825038,1716463,1583705,2827170,784737,1790541
246444	1386412,1984327,657183,784737,468120,2734883,1775761,205039,2289895,2650926,2778525,536047,1162250,1119495,1953846,830073,2187714,2106311,1920047,313851,1636910,779190,1053542,1765833,1576126,1069281,1652258,2002097,2277810,1586519
1536516	1244196,931519,2770160,493460,1386412,1162250,1056667,2625619,823512,657183,1330328,2778525,830073,265522,584772,2489959,1729904,2712481,1867675,2128544,784737,536047,43306,1984327,415358,2187714,278589,2309062,821462,2705759
1530924	2409634,2506235,2154094,657183,1851386,967007,1244196,1143182,1068933,1386412,83285,1534621,1732848,2287678,1096406,1053542,226679,2588490,265291,536047,1443706,2031981,1162250,656507,1559941,1585842,2668381,2791339,47583,1984327
1343832	1576126,1244196,2778525,536047,2277810,266412,2420135,1874222,1287323,2594163,1742604,1090310,685185,1174707,1053542,2391408,2157469,2709576,1386412,583204,1317915,1903410,1096406,935545,337976,2426765,1984077,2650926,18872,137527
2492436	1492887,1183228,149052,226060,333993,2827170,2011159,2476293,213925,829088,1299074,2778525,2272378,2580537,1646883,2205815,2183922,2208324,1596124,343377,657183,1162250,2791339,1984327,1776330,1583705,2106311,2466095,266412,784737
61512	468120,270411,2778525,679020,1266442,1604145,1244196,2302683,1274752,784737,1162250,2710611,667505,1295570,1048520,620917,117372,941878,2273931,2271544,1056667,1053542,1386412,2146033,714060,1583705,830073,657183,1717731,723096
2677020	2778525,1244196,1053542,1922189,399596,766060,276031,640407,200431,11931,2050227,2834536,57125,512681,2471510,1801186,2680587,436574,1230223,2392150,2475636,522402,960646,1817910,2197213,1477734,2334188,1985135,1446206,945921
2328600	2205815,1244196,2625619,2219078,1386412,931519,1053542,1576126,2128544,1867675,657183,2462072,1953846,616365,2770160,1069281,2113458,2791339,374376,632873,415358,493460,313851,536047,1062021,2218230,2155146,254339,399435,1729147
247644	934577,1386412,1677336,1162250,2109677,69958,2420135,1953846,2107649,278589,167754,2307899,2180322,2313894,1278439,270411,1242437,1056667,1304669,2586235,1967318,460717,1604145,2302683,2148842,1316837,2705759,2555263,1583705,452488
