user_id	recommended_items
2588672	923765,1553863,2549271,2067730,2077577,1397455,339782,1234294,2195100,1503054,1222262,1074097,2253709,1794684,472419,1658863,2751695,414935,2060537,2749677,770771,256486,2829450,2618506,2657139,1705434,178934,2151825,2765948,1478178
2506752	1481268,2040702,25440,1181799,65482,2289749,1006652,540979,526888,1409571,1844153,1426625,1346850,1624941,564919,1799103,760770,49217,1392583,1330926,2639841,2028562,389552,554579,170272,1003612,2597049,1665838,1234441,597289
884740	2156629,213792,730450,1313668,880071,1806731,779190,2484710,1369323,631200,204081,1514174,1376308,2789080,231010,415653,1244787,528823,2186445,1559696,483084,1824827,2521154,1304946,2359338,2198636,566772,1350149,437245,1258221
1174056	2711315,2805071,1025695,176253,246240,512182,746671,1196123,2622779,1374752,1468511,214579,1141233,2557995,1207007,2145208,1109983,212599,148218,693214,1441045,1274825,2329941,889346,51286,404434,2044502,2194828,872728,100949
2105352	1236112,109899,2328099,612738,2545436,173225,2156629,1386412,2807897,1516424,698818,1431054,1563564,1507422,2807188,2500474,1572098,521141,2748031,2195523,522610,742769,1406030,2710495,653252,1657378,330482,2593483,827308,600259
352268	1914698,470172,1183161,1933499,1671913,2172515,1343835,430530,2786880,479554,2265229,161784,804400,2804150,1014202,332921,1983879,527396,2323146,121415,2809141,504684,2813174,178496,662408,2754509,2105725,2216072,76124,2148036
262160	2767278,1029509,394762,2264928,2486630,2192333,2471959,1384259,2783882,2694122,1018166,2659218,297246,1504722,1520432,2098322,482365,78655,978349,30822,1320657,1295001,1198388,1335648,20139,2384852,587886,2783627,956363,50594
1829280	2596422,2311208,1433595,1159631,1736030,2657505,1490934,2085818,461326,907342,563973,1959608,470426,2052563,1695382,1504067,2758322,810647,1341802,2254717,868350,2426572,1696836,1457959,2133346,2180900,2243948,2107032,734196,747388
2752532	165753,814036,441436,1698270,1411484,2373231,2165357,456714,1839893,2395578,2044173,949664,964980,1136028,1718718,2622258,2226399,2039826,1541057,535324,447873,2074256,2011099,567158,2414157,877741,1804348,2606826,1050778,671698
2039832	163823,966923,597716,1542183,2809272,1304640,2457759,533161,241744,547399,461886,2134899,133045,49105,887843,1589212,1122547,747970,829419,644040,28821,288120,2108927,1353109,2812325,2762653,35733,892986,1082657,1813247
544772	2719696,1182386,694833,123233,2365223,2550228,2763383,1916118,2037542,418007,64637,2082637,333260,2169495,2260553,1652994,589970,2346702,26175,4285,1774523,131706,1990772,2615007,992026,1385544,2724978,458409,2069551,2474303
2850844	2689168,1966318,1233396,2017044,1494431,87315,2672481,110222,1055596,568494,2317716,586955,323626,2320802,2297926,1095083,998371,2563686,2288886,1786794,1426451,1334602,1094523,2295250,995582,841813,290236,139329,2004222,158625
2129952	2521990,2262479,2221056,1300183,2374997,2017516,1921577,1326516,1096344,505795,1486173,2511483,2053949,275929,515647,2603283,943834,1019003,593562,126509,2833643,1452579,43746,1523888,438518,923580,2505741,717015,1253051,189515
813984	2313638,2556447,126771,2623376,1150956,2450958,2646889,2434880,1698783,728085,2442708,1518792,1171543,903173,2033996,1506817,1440071,1075441,2057460,2753842,1323638,402229,1108754,1454101,319780,296131,276300,473751,2549888,1927307
2023460	2262738,2282227,1582074,2629771,2079251,148853,2531430,89649,1614416,387410,535842,2046549,1966145,592481,2267083,1918997,301275,425245,2624259,1532709,1442171,2276574,860776,657607,2155718,1800449,1651590,2021011,2679684,1750040
2413308	1708619,2401379,946440,611630,2134842,1877484,1193263,2414458,1284889,1918997,1543856,255085,1372691,2731358,541419,1687929,1945291,2436274,862730,2550356,2126894,947360,2445542,1010774,508254,1848945,282177,1459917,900425,926828
122920	2175903,1111528,1907407,1266811,438890,2482683,156563,2162471,703829,1851478,2403000,2414247,440144,2074856,34406,1780396,1293478,2668381,1958626,493354,2154094,1583678,1143182,2203636,1502698,84183,2118688,148507,2629372,509831
2039852	1393183,508676,1376176,2711875,1331620,41126,559194,2619703,405042,130855,1673229,1039921,438287,284353,1390496,1399170,2348489,2622781,1088478,2154851,1345042,1142203,1646974,495731,1543397,2507104,546882,1120901,1301570,1834037
2441264	2426606,2403351,900473,1171299,2629953,1370268,573466,2743555,1828802,1445867,544329,1755744,177954,2271544,2351301,1453631,854665,2818391,1118214,556061,1775817,2071452,2050321,638039,2299142,1551920,1831661,1641335,2328506,62537
