user_id	recommended_items
2588672	1070094,923765,56993,2294453,1553863,547654,2549271,510461,2508062,2067730,1922036,1397455,2748150,1222262,1244196,2163175,2077577,2010572,1234294,426324,1478178,1503054,1165000,339782,466934,246700,2195100,817597,2253709,803363
2506752	1636910,1481268,1165605,2040702,313851,2778525,25440,1386412,1006652,2593483,536047,2289749,784737,65482,749431,468120,1181799,1953846,1119495,540979,1053542,526888,1241464,1426625,2734883,2791339,1346850,1652258,2039314,1844153
884740	779190,1386412,2156629,657183,2778525,213792,2791339,730450,1636910,2187714,1313668,313851,880071,1920047,1806731,2205815,1162250,2484710,830073,1695664,1056667,1369323,1953846,204081,1069281,2734883,1514174,1443706,631200,1317915
2105352	1386412,2339838,1236112,1244196,2328099,657183,109899,1092821,2156629,2270467,2813294,2778525,364428,2545436,1382071,612738,142295,1053542,173225,2620827,1516424,194241,1829050,2807897,1984327,1563564,2784981,1507422,1788393,925129
352268	2590469,470172,2235265,1376058,1914698,2200859,1183161,1494361,2086041,1933499,908778,1671913,228623,1608366,2172515,58071,1343835,1686571,430530,1865831,2115187,479554,2477757,2786880,1895272,1430325,161784,434421,2760857,804400
262160	2778525,2767278,536047,1029509,1386412,6834,394762,1953846,2486630,830073,1576126,2264928,374376,2192333,1330328,415358,2783882,931519,2770160,2471959,657183,2694122,784737,2791339,1384259,1984327,1018166,2106311,2659218,1443706
2752532	1857507,165753,2011099,1386412,814036,1768483,441436,2778525,1411484,1492887,2827170,2165357,149052,1698270,1360923,1898849,2373231,1646883,456714,1729618,2331710,2044173,2687682,1839893,880503,388112,2395578,1473969,949664,226060
2039832	2134899,163823,1576126,2778525,966923,1421084,597716,270411,278589,1542183,2640118,1304640,1244196,1961697,2809272,1778279,2457759,405439,533161,1386412,447985,547399,1928503,528854,241744,2347945,461886,2347920,1069281,472075
2674692	1443706,1053542,169408,2593483,343377,1823148,2106311,468120,657492,2187714,702399,687732,160710,1776330,374376,2723743,2313894,470426,1505460,2446769,1876397,734196,2031981,1239307,668146,2514210,72465,2489959,331683,1576126
2850844	2596938,2689168,2778525,1576126,1966318,2518408,1233396,784737,1864789,2017044,1064370,1494431,1552830,278589,87315,1244196,2672481,18872,343377,1055596,1053542,586955,536047,365116,1095083,916351,323626,617848,110222,2205815
2129952	291669,2521990,882543,2590469,2262479,955572,1300183,2825431,589441,2374997,1971458,1921577,522659,427450,2221056,1724584,505795,1053542,2463309,2017516,1576126,2511483,672580,2255841,275929,1536621,1326516,244777,1447547,2603283
813984	1150956,1854924,2313638,2002097,126771,657183,830073,2623376,1438082,2556447,1069281,2450958,1386412,784737,2434880,1162250,536047,1953846,728085,1092821,2646889,2313894,1518792,2791339,2593483,903173,1576126,1440071,1056667,468120
